"Open","High","Low","Close","Volume","Adjusted"
91.92,92.4,90.88,91.650002,10380000,91.650002
91.65,92.35,90.73,91.68,11120000,91.68
91.68,92.49,90.36,90.919998,11940000,90.919998
90.72,90.72,89.14,89.650002,9500000,89.650002
89.65,90.45,88.64,89.830002,11050000,89.830002
89.83,90.61,89.2,89.949997,9880000,89.949997
89.95,90.8,89.2,90.040001,11050000,90.040001
90.04,90.45,88.74,89.370003,1.1e+07,89.370003
89.23,89.23,87.49,88.169998,10670000,88.169998
88.17,88.54,86.92,87.620003,9630000,87.620003
87.62,88.24,86.44,86.790001,10510000,86.790001
86.79,87.09,85.02,85.690002,12210000,85.690002
85.69,86.33,84.42,85.019997,12320000,85.019997
85.02,86.76,84.76,85.75,13440000,85.75
85.75,87.54,84.64,86.769997,16050000,86.769997
86.77,87.66,85.59,86.239998,11040000,86.239998
86.24,86.62,84.95,85.900002,9430000,85.900002
85.9,86.88,85.23,86.330002,10150000,86.330002
86.33,87.85,86.16,87.010002,10830000,87.010002
87.01,87.4,85.58,86.099998,10110000,86.099998
86.1,87.38,85.3,86.940002,12260000,86.940002
86.94,87.54,85.93,86.730003,10010000,86.730003
86.73,87.3,85.71,86.540001,11060000,86.540001
86.54,87.3,85.8,86.470001,19780000,86.470001
86.47,87.08,85.57,86.370003,10140000,86.370003
86.37,88.07,86.19,87.440002,11950000,87.440002
87.44,88.7,86.94,87.760002,12890000,87.760002
87.76,88.74,86.87,88.029999,10790000,88.029999
88.03,88.91,87.28,87.989998,10810000,87.989998
87.99,89.8,87.11,89.349998,13210000,89.349998
89.35,89.63,87.63,88.900002,11540000,88.900002
88.9,90.33,88.42,89.5,12890000,89.5
89.5,90.8,88.92,89.709999,12270000,89.709999
89.71,90.67,88.96,90.230003,11700000,90.230003
90.23,91.05,89.32,90.040001,11850000,90.040001
90.04,90.99,89.38,90,11370000,90
90,90.36,88.84,89.440002,10980000,89.440002
89.43,89.43,87.94,88.510002,9760000,88.510002
88.51,89.41,87.89,88.75,9450000,88.75
88.75,89.58,88.11,88.690002,9180000,88.690002
88.69,89.09,87.68,88.330002,9140000,88.330002
88.33,89.43,87.29,87.860001,9560000,87.860001
87.86,87.97,86.39,86.910004,8910000,86.910004
86.91,87.86,86.36,87.290001,9090000,87.290001
87.29,88.28,86.93,87.540001,9790000,87.540001
87.54,88.2,86.88,87.419998,8930000,87.419998
87.42,87.77,86.43,87.059998,7910000,87.059998
87.06,87.64,86.19,86.989998,7330000,86.989998
86.99,88.43,86.9,87.980003,8840000,87.980003
88.11,91.07,88.11,89.769997,17500000,89.769997
89.77,90.65,89.18,89.919998,11350000,89.919998
89.92,90.41,88.91,89.629997,9600000,89.629997
89.63,90.17,88.85,89.629997,8370000,89.629997
89.63,90.62,89.3,90.07,9810000,90.07
90.07,90.7,89.28,89.790001,10520000,89.790001
89.79,90.16,88.81,89.389999,9920000,89.389999
89.39,89.61,88.15,88.760002,8380000,88.760002
88.76,89.31,87.94,88.519997,8490000,88.519997
88.52,89.09,87.83,88.489998,9070000,88.489998
88.49,89.32,87.96,88.529999,9060000,88.529999
88.53,89.14,87.82,88.239998,10020000,88.239998
88.24,88.67,87.15,87.639999,8810000,87.639999
87.64,87.73,86.01,86.889999,10840000,86.889999
86.89,87.71,86.53,86.730003,9410000,86.730003
86.73,87.13,85.51,85.879997,10250000,85.879997
85.88,86.36,84.75,85.669998,10990000,85.669998
85.67,86.36,84.99,85.830002,8280000,85.830002
85.83,86.54,84.99,85.379997,8490000,85.379997
85.38,85.51,83.84,84.269997,10780000,84.269997
84.27,84.3,82.61,83.040001,11050000,83.040001
83.04,83.62,81.96,82.769997,10410000,82.769997
82.77,83.08,81.08,81.459999,10240000,81.459999
81.46,82.16,79.86,80.269997,12620000,80.269997
80.27,83.23,79.31,81.809998,15800000,81.809998
81.81,82.57,80.76,81.519997,9880000,81.519997
81.52,82.32,80.27,81.440002,8290000,81.440002
81.28,81.28,78.85,79.370003,11450000,79.370003
79.37,79.83,78.02,78.599998,10580000,78.599998
78.6,80.91,78.23,79.470001,14380000,79.470001
79.47,80.6,78.89,79.830002,9530000,79.830002
79.83,80.15,78.71,79.440002,6930000,79.440002
79.44,79.72,78.29,78.599998,6650000,78.599998
78.6,79.15,77.06,77.849998,10850000,77.849998
77.75,77.75,75.92,76.529999,10720000,76.529999
76.53,76.64,74.03,75.440002,13920000,75.440002
75.44,77.42,74.59,76.900002,14570000,76.900002
76.9,77.68,76.07,76.959999,8280000,76.959999
76.96,77.2,75.21,75.459999,9480000,75.459999
75.35,75.35,73.25,73.519997,13020000,73.519997
73.51,73.51,70.94,72.160004,16710000,72.160004
72.16,73.42,71.42,72.25,12170000,72.25
72.16,72.16,69.92,70.25,12660000,70.25
70.25,71.17,68.61,69.290001,17030000,69.290001
69.37,73.22,69.37,72.769997,17460000,72.769997
72.77,75.44,72.59,74.610001,18910000,74.610001
74.61,76.92,73.53,76.550003,14630000,76.550003
76.55,78.4,75.84,77.839996,15020000,77.839996
77.84,78.73,76.51,77.839996,13480000,77.839996
77.84,79.22,76.97,78.519997,16600000,78.519997
78.52,79.42,76.99,77.360001,14380000,77.360001
77.36,77.48,75.25,76.169998,12450000,76.169998
76.17,77.37,75.3,76.290001,8040000,76.290001
76.29,79.96,75.58,76.25,7050000,76.25
76.25,76.62,74.92,75.480003,7240000,75.480003
75.48,75.52,73.96,74.449997,7770000,74.449997
74.45,74.84,73.25,73.879997,8890000,73.879997
73.88,75.27,73.67,74.580002,6920000,74.580002
74.58,76.76,74.21,76.150002,11330000,76.150002
76.15,78.04,75.63,76,9870000,76
76,77.17,74.99,76.510002,8870000,76.510002
76.51,78.05,76.31,77.050003,10980000,77.050003
77.05,77.43,75.61,76.639999,8700000,76.639999
76.64,76.83,74.52,74.760002,10790000,74.760002
74.76,75.42,73.4,73.970001,12630000,73.970001
73.97,74.93,73.3,74.019997,8200000,74.019997
74.02,74.68,73.09,73.470001,9160000,73.470001
73.47,73.86,72.34,72.889999,8770000,72.889999
72.89,73.89,72.25,72.720001,9280000,72.720001
72.72,73.66,72.11,72.940002,8610000,72.940002
72.94,73.92,72.43,72.919998,8440000,72.919998
72.92,73.12,71.38,71.779999,9340000,71.779999
71.78,72.32,70.69,71.230003,10470000,71.230003
71.23,73.3,70.99,73,10970000,73
73,74.77,72.88,74.059998,12820000,74.059998
74.06,75.21,73.49,74.449997,10160000,74.449997
74.45,75.37,73.83,74.550003,7450000,74.550003
74.55,75.04,73.78,74.419998,7360000,74.419998
74.42,75.68,74.06,75.230003,8860000,75.230003
75.23,77.09,75.12,76.339996,12200000,76.339996
76.37,78.23,76.37,77.690002,13870000,77.690002
77.69,78.72,77.04,77.790001,11660000,77.790001
77.79,77.94,76.39,76.980003,9940000,76.980003
76.98,78.2,76.22,77.029999,12460000,77.029999
77.03,78.51,76.46,78,12460000,78
78,78.48,76.96,77.82,9520000,77.82
77.82,78.27,77.07,77.650002,7460000,77.650002
77.65,78.35,76.96,77.769997,9040000,77.769997
77.77,78.81,77.28,78.040001,12580000,78.040001
78.04,78.66,77.36,78.07,10430000,78.07
78.07,79.03,77.44,78.050003,11640000,78.050003
78.05,78.24,76.56,77.019997,7650000,77.019997
77.02,77.56,76.12,77.190002,8310000,77.190002
77.19,77.86,76.59,77.18,7660000,77.18
77.18,77.68,76.39,77.080002,7560000,77.080002
77.08,78.09,76.46,77.279999,9370000,77.279999
77.28,77.4,75.72,76.199997,7580000,76.199997
76.2,76.33,75.16,75.82,7330000,75.82
75.82,76.24,75.04,75.419998,7440000,75.419998
75.42,75.69,74.13,74.760002,8640000,74.760002
74.76,75.74,74.39,75.18,7850000,75.18
75.18,75.79,74.52,75.330002,6940000,75.330002
75.33,76.79,75.3,76.199997,9500000,76.199997
76.2,77.58,76.01,76.959999,9870000,76.959999
76.96,77.99,76.3,77.839996,10170000,77.839996
77.84,79.6,77.46,79.239998,13420000,79.239998
79.41,81.62,79.41,80.989998,18910000,80.989998
80.99,81.81,79.69,81.120003,17520000,81.120003
81.12,82.26,80.6,81.209999,15970000,81.209999
81.21,81.91,80.13,81.080002,12440000,81.080002
81.08,82.47,80.69,81.860001,13820000,81.860001
81.86,82.33,80.95,81.519997,10740000,81.519997
81.52,81.8,80.43,80.949997,10960000,80.949997
80.95,81.35,79.95,80.959999,9710000,80.959999
80.96,82.63,80.88,82.089996,14110000,82.089996
82.09,83.42,81.79,82.830002,15360000,82.830002
82.83,83.69,81.48,83.040001,17110000,83.040001
83.04,83.78,81.9,82.790001,16250000,82.790001
82.79,82.98,81.62,82.300003,11900000,82.300003
82.3,83.19,81.81,82.519997,12140000,82.519997
82.52,83.13,81.43,82.07,11900000,82.07
82.07,82.11,80.75,81.360001,9830000,81.360001
81.36,82.57,80.61,81.790001,12090000,81.790001
81.79,83.09,81.51,82.290001,15530000,82.290001
82.29,83.5,81.77,82.620003,15900000,82.620003
82.62,83.15,81.52,81.910004,12540000,81.910004
81.91,82.24,80.82,81.860001,12110000,81.860001
81.86,83.15,81.52,81.910004,16940000,81.910004
81.91,82.24,80.82,81.660004,21340000,81.660004
81.66,83.6,81.41,82.830002,20470000,82.830002
82.83,84.56,82.61,83.910004,14390000,83.910004
83.91,84.57,83.11,83.860001,17880000,83.860001
83.86,84.99,82.78,84.300003,14830000,84.300003
84.3,84.7,83.46,84.32,9700000,84.32
84.32,85.56,84.06,85.160004,15420000,85.160004
85.16,86.99,85.01,86.470001,19760000,86.470001
86.47,87.75,86.04,86.849998,20240000,86.849998
86.85,87.47,85.55,86.889999,15610000,86.889999
86.89,87.37,85.55,85.949997,14500000,85.949997
85.95,86.25,84.54,85.080002,13980000,85.080002
85.05,85.05,83.58,84.169998,8570000,84.169998
84.17,84.7,83.24,84.059998,9500000,84.059998
84.06,84.83,83.42,84.190002,9920000,84.190002
84.19,85.28,83.82,84.650002,11250000,84.650002
84.65,85.21,83.83,84.279999,11300000,84.279999
84.28,84.29,82.81,83.150002,9890000,83.150002
83.15,84.19,82.62,83.639999,10630000,83.639999
83.64,84.72,83.21,83.660004,11330000,83.660004
83.66,84.04,82.77,83.379997,9e+06,83.379997
83.38,84.3,82.91,83.769997,10270000,83.769997
83.77,84.26,82.89,83.309998,9200000,83.309998
83.31,83.73,82.52,83.120003,9680000,83.120003
83.12,83.81,82.29,83.43,10660000,83.43
83.43,84.1,82.82,83.360001,10440000,83.360001
83.36,83.8,82.52,83.25,10520000,83.25
83.25,83.99,82.66,83.510002,9470000,83.510002
83.51,84.77,83.21,84.220001,11760000,84.220001
84.22,85.26,83.82,84.389999,12180000,84.389999
84.39,84.79,83.53,84.099998,10800000,84.099998
84.1,84.73,83.55,84.220001,9970000,84.220001
84.22,85.27,83.82,84.669998,10890000,84.669998
84.67,85.69,84.18,84.790001,12030000,84.790001
84.79,86.24,84.69,85.029999,13520000,85.029999
85.03,85.54,83.81,84.150002,12520000,84.150002
84.15,84.33,82.92,83.370003,11890000,83.370003
83.37,83.75,82.34,83.239998,9160000,83.239998
83.24,84.17,82.81,83.470001,9450000,83.470001
83.47,83.53,82.41,82.790001,9850000,82.790001
82.79,83.48,82.23,82.910004,9280000,82.910004
82.91,84.06,82.49,83.720001,10920000,83.720001
83.72,84.92,83.47,84.239998,12720000,84.239998
84.24,85.18,83.59,84.779999,12560000,84.779999
84.78,85.7,84.35,85.089996,13490000,85.089996
85.09,86.21,84.67,85.93,10130000,85.93
85.93,87.6,85.79,87.199997,17700000,87.199997
87.2,88.61,86.11,87.470001,20170000,87.470001
87.47,88.83,86.72,88.480003,17960000,88.480003
88.48,89.87,88.11,88.900002,20480000,88.900002
88.9,89.89,88.12,89.459999,15980000,89.459999
89.46,90.39,88.76,89.940002,15530000,89.940002
89.94,90.47,88.87,89.470001,14370000,89.470001
89.47,90.03,88.48,89.540001,13550000,89.540001
89.54,90.87,89.01,89.919998,14610000,89.919998
89.92,90.93,89.44,90.260002,15790000,90.260002
90.26,90.81,89.28,89.800003,13810000,89.800003
89.8,90.32,88.93,89.660004,13420000,89.660004
89.66,90.22,88.77,89.720001,14240000,89.720001
89.72,90.61,89.31,90.040001,13660000,90.040001
90.04,90.77,89.42,90.220001,14360000,90.220001
90.22,90.77,89.36,89.940002,12690000,89.940002
89.94,90.84,89.35,90.040001,14510000,90.040001
90.04,90.86,89.35,90.099998,15400000,90.099998
90.1,91.08,89.81,90.610001,12140000,90.610001
90.61,91.49,90.28,91.089996,12290000,91.089996
91.09,92.38,90.73,92.080002,17750000,92.080002
92.08,92.99,91.6,92.269997,19140000,92.269997
92.27,92.79,91.36,92.150002,13390000,92.150002
92.15,92.19,90.64,91.150002,10010000,91.150002
91.15,92.28,90.69,91.800003,12600000,91.800003
91.8,93,91.5,92.349998,16960000,92.349998
92.35,93.26,91.75,92.379997,16460000,92.379997
92.38,93.02,91.6,92.190002,14100000,92.190002
92.19,92.67,90.99,91.980003,14720000,91.980003
91.98,93.28,91.63,92.720001,17820000,92.720001
92.72,93.66,91.88,92.559998,19070000,92.559998
92.56,93.36,91.67,92.800003,17600000,92.800003
92.8,93.94,92.25,93.029999,18010000,93.029999
93.03,94.11,92.63,93.410004,15400000,93.410004
93.41,94.28,92.85,93.760002,15800000,93.760002
93.76,94.53,93.07,93.779999,18330000,93.779999
93.78,94.69,93.15,94.190002,19060000,94.190002
94.19,95.53,93.96,94.879997,21680000,94.879997
94.88,95.93,94.16,95.279999,19050000,95.279999
95.28,96.36,94.69,95.589996,21380000,95.589996
95.59,95.78,93.96,94.889999,20640000,94.889999
94.89,95.78,94.12,95.209999,18840000,95.209999
95.21,96.49,94.79,95.879997,20960000,95.879997
95.88,97.05,95.38,96.419998,20650000,96.419998
96.42,97.19,95.6,96.43,22030000,96.43
96.43,97.19,95.58,96.629997,21680000,96.629997
96.63,97.26,95.69,96.620003,20860000,96.620003
96.62,97.58,95.84,96.93,20480000,96.93
96.93,98.04,96.13,97.449997,25590000,97.449997
97.45,98.5,96.9,97.510002,28250000,97.510002
97.51,97.97,96.23,97.389999,19040000,97.389999
97.39,98.49,96.99,97.910004,19260000,97.910004
97.91,98.96,97.56,98.43,18470000,98.43
98.43,99.59,97.85,98.660004,21350000,98.660004
98.66,99.32,97.32,98.199997,18720000,98.199997
98.2,98.6,96.96,97.559998,16650000,97.559998
97.56,97.79,96.25,96.739998,17860000,96.739998
96.65,96.65,94.97,95.720001,15840000,95.720001
95.72,96.67,94.92,96.089996,15080000,96.089996
96.09,97.34,95.86,96.730003,15930000,96.730003
96.73,97.71,96.08,96.959999,16200000,96.959999
96.96,97.54,95.84,96.75,17250000,96.75
96.75,97.48,96.11,97,13020000,97
97,97.6,96.32,96.980003,14870000,96.980003
96.98,97.54,96.3,96.949997,14680000,96.949997
96.95,98.38,96.9,97.919998,17350000,97.919998
97.92,99.49,97.82,98.959999,22430000,98.959999
98.96,99.44,98.42,99.379997,19340000,99.379997
99.38,100.31,98.72,99.459999,20490000,99.459999
99.46,100.1,98.63,99.300003,17220000,99.300003
99.3,100.29,98.57,99.389999,19830000,99.389999
99.39,100.09,98.64,99.57,14680000,99.57
99.57,101.15,99.12,100.709999,18920000,100.709999
100.71,101.94,100.36,101.209999,22270000,101.209999
101.21,101.66,99.98,101.120003,17070000,101.120003
101.12,102.03,100.43,101.190002,17910000,101.190002
101.19,101.74,100.35,101.010002,15150000,101.010002
101.01,101.46,100.08,100.620003,14290000,100.620003
100.62,101.06,99.62,100.279999,16470000,100.279999
100.28,100.63,99.15,99.620003,15770000,99.620003
99.62,100.03,98.36,99.610001,15870000,99.610001
99.61,100.65,99.18,99.949997,15560000,99.949997
99.95,100.74,99.36,100.029999,13650000,100.029999
100.03,100.86,99.41,100.260002,15430000,100.260002
100.26,101.05,99.69,100.309998,17610000,100.309998
100.31,100.99,99.63,100.389999,13470000,100.389999
100.39,101.23,99.86,100.559998,14520000,100.559998
100.56,101.41,99.88,100.790001,16040000,100.790001
100.79,102.11,100.3,101.510002,19990000,101.510002
101.51,102.87,101.13,101.980003,22270000,101.980003
101.98,102.86,101.3,102.099998,17590000,102.099998
102.1,103.54,101.75,102.879997,19410000,102.879997
102.88,103.96,102.25,102.980003,23200000,102.980003
102.98,104.01,102.28,103.370003,19440000,103.370003
103.37,104.4,102.76,103.519997,22540000,103.519997
103.52,104.18,102.68,103.489998,18280000,103.489998
103.49,104.63,103.09,104.010002,17730000,104.010002
104.01,104.58,103.06,103.610001,17880000,103.610001
103.61,104.16,102.55,103.360001,17040000,103.360001
103.36,104.27,102.58,103.559998,19270000,103.559998
103.56,104.63,102.79,104.050003,20150000,104.050003
104.05,104.83,103.19,103.940002,18860000,103.940002
103.94,105.07,103.23,104.589996,21250000,104.589996
104.59,105.6,103.85,104.769997,24820000,104.769997
104.77,105.58,103.9,104.629997,20340000,104.629997
104.63,104.96,103.25,103.949997,17490000,103.949997
103.95,104.11,102.37,103.290001,16120000,103.290001
103.29,104.36,102.71,103.790001,17310000,103.790001
103.79,104.28,102.68,103.779999,17270000,103.779999
103.78,104.42,102.8,103.230003,19300000,103.230003
103.23,103.5,101.86,102.870003,16490000,102.870003
102.87,103.15,101.71,102.360001,12810000,102.360001
102.36,103.37,101.5,102.620003,17730000,102.620003
102.62,103.57,102.12,102.900002,15140000,102.900002
102.9,103.57,101.98,102.690002,17640000,102.690002
102.69,103.17,101.65,102.209999,16430000,102.209999
102.08,102.08,100.25,100.690002,15980000,100.690002
100.69,101.62,99.68,100.830002,17640000,100.830002
100.83,101.75,100.3,101.07,17640000,101.07
101.07,102.17,100.61,101.309998,11740000,101.309998
101.31,101.84,100.41,100.989998,12090000,100.989998
100.99,101.24,99.72,100.129997,12060000,100.129997
100.13,100.39,98.73,99.470001,16050000,99.470001
99.47,100.49,98.93,99.589996,13550000,99.589996
99.59,100.14,98.78,99.400002,12610000,99.400002
99.4,100.17,98.68,99.629997,11760000,99.629997
99.63,100.76,99.22,100.199997,11930000,100.199997
100.2,101.53,99.89,100.959999,17740000,100.959999
100.96,102.07,100.3,101.010002,18790000,101.010002
101.01,101.88,100.43,101.300003,14400000,101.300003
101.3,102.02,100.55,101.089996,13800000,101.089996
101.09,101.5,99.91,100.32,13610000,100.32
100.32,100.97,99.28,100.290001,14250000,100.290001
100.29,101.23,99.78,100.639999,12450000,100.639999
100.64,101.71,100.18,101.07,12270000,101.07
101.07,101.28,99.78,100.220001,11530000,100.220001
100.22,101.1,99.45,100.32,13550000,100.32
100.32,101.29,99.68,100.519997,14300000,100.519997
100.52,101.37,99.87,100.5,13980000,100.5
100.5,100.63,98.65,98.970001,15040000,98.970001
98.97,99.18,97.22,97.870003,16490000,97.870003
97.87,98.66,96.92,97.589996,15200000,97.589996
97.59,98.95,97.36,98.410004,12640000,98.410004
98.41,99,97.59,98.129997,11360000,98.129997
98.13,98.66,97.33,97.989998,10580000,97.989998
97.99,98.48,97.02,97.739998,9810000,97.739998
97.74,99.39,97.61,98.82,14460000,98.82
98.82,100.29,98.68,98.699997,15410000,98.699997
99.16,100.65,99.16,99.779999,13090000,99.779999
99.78,100.31,99.09,99.779999,9960000,99.779999
99.78,100.35,99.1,99.760002,10440000,99.760002
99.76,100.83,99.25,100.040001,14520000,100.040001
100.04,101.03,99.59,100.339996,13920000,100.339996
100.34,101.33,99.86,100.690002,12640000,100.690002
100.69,101.52,100.19,100.82,12020000,100.82
100.82,101.06,99.07,99.5,13540000,99.5
99.5,99.83,98.23,99.220001,14360000,99.220001
99.22,100.48,98.76,99.279999,13080000,99.279999
99.28,100.35,98.64,99.110001,13870000,99.110001
99.11,99.57,98.11,98.93,11430000,98.93
98.93,100.01,98.6,99.32,12540000,99.32
99.32,100,98.74,99.279999,11920000,99.279999
99.28,99.82,98.5,99.110001,12570000,99.110001
99.11,99.6,98.26,98.940002,12370000,98.940002
98.94,99.47,96.67,98.139999,9930000,98.139999
98.14,98.99,97.42,97.779999,11560000,97.779999
97.78,98.15,96.51,97.07,13940000,97.07
97.07,97.22,95.37,96.019997,14570000,96.019997
96.02,96.78,95.08,95.580002,12970000,95.580002
95.58,96.76,95.22,95.959999,11870000,95.959999
95.96,96.11,94.06,94.510002,13490000,94.510002
94.51,95.34,93.35,93.889999,15410000,93.889999
93.89,94.89,93.33,94.089996,12100000,94.089996
94.09,94.91,93.63,94.25,9490000,94.25
94.25,94.55,93.17,93.529999,8110000,93.529999
93.53,94.13,92.81,93.540001,9460000,93.540001
93.54,95.06,93.35,94.660004,11370000,94.660004
94.81,96.5,94.81,96,15910000,96
96,96.53,95.19,95.690002,9960000,95.690002
97.9,100.96,97.9,98.760002,31730000,98.760002
98.76,101,98.49,99.989998,26790000,99.989998
99.99,100.19,98.06,98.599998,20680000,98.599998
98.6,99.07,97.35,98.160004,14190000,98.160004
98.16,98.94,97.52,98.330002,11890000,98.330002
98.33,99.96,98.09,99.25,13040000,99.25
99.25,101.02,99.15,100.400002,18700000,100.400002
100.4,101.51,99.77,100.410004,18280000,100.410004
100.41,101.12,99.4,100.239998,13990000,100.239998
100.24,101.22,99.76,100.480003,12490000,100.480003
100.48,100.89,99.17,99.519997,11140000,99.519997
99.52,99.76,98.32,99.029999,10430000,99.029999
99.03,99.84,98.5,99.07,10770000,99.07
99.07,99.8,98.52,99.290001,10690000,99.290001
99.29,100.93,99.1,100.690002,14040000,100.690002
100.69,102.25,100.43,101.150002,17080000,101.150002
101.15,101.94,100.52,101.339996,14230000,101.339996
101.34,101.88,100.38,100.800003,15790000,100.800003
100.8,101.01,99.69,100.419998,11380000,100.419998
100.42,100.84,99.49,100.07,1e+07,100.07
100.07,100.35,98.99,99.339996,11410000,99.339996
99.34,100.24,98.79,99.769997,11080000,99.769997
99.77,100.35,99.07,99.660004,10550000,99.660004
99.66,100.52,99.26,99.959999,11020000,99.959999
99.96,100.4,99.14,99.68,9540000,99.68
99.68,100.08,98.71,99.339996,10640000,99.339996
99.34,99.72,98.15,98.470001,14250000,98.470001
98.47,99.12,97.61,98.379997,13250000,98.379997
98.38,99.35,97.78,98.150002,13460000,98.150002
98.15,98.41,96.97,97.620003,10220000,97.620003
97.62,98.55,97.12,97.879997,11250000,97.879997
97.88,98.51,97.29,97.900002,8580000,97.900002
97.9,98.97,97.48,98.339996,13490000,98.339996
98.34,99.49,97.96,98.93,13400000,98.93
98.93,100.04,98.62,99.209999,14570000,99.209999
99.21,99.78,98.34,99.110001,12360000,99.110001
99.11,100.13,98.49,99.82,15630000,99.82
99.82,100.96,99.42,100.019997,17780000,100.019997
100.02,100.3,98.87,99.360001,13870000,99.360001
99.36,99.62,98.58,99.209999,7800000,99.209999
99.21,100.2,98.62,99.57,14340000,99.57
99.57,100.08,98.61,99.029999,13540000,99.029999
99.03,99.25,97.74,98.129997,12870000,98.129997
98.13,98.45,97.03,97.790001,13120000,97.790001
97.79,98.33,96.98,97.349998,10420000,97.349998
97.35,97.66,96.05,97,13040000,97
97,97.45,95.23,95.650002,16340000,95.650002
95.65,96.33,94.59,95.599998,14990000,95.599998
95.6,96.83,94.97,95.57,14560000,95.57
95.57,95.76,94.57,95.099998,7340000,95.099998
95.02,95.02,94.38,94.739998,13390000,94.739998
94.74,94.99,93.39,93.790001,13480000,93.790001
93.79,94.75,92.96,93.959999,15530000,93.959999
93.96,94.71,93.28,94.230003,11710000,94.230003
94.23,94.43,92.48,92.800003,10960000,92.800003
92.8,93.73,91.84,93.18,13330000,93.18
93.27,95.31,93.27,94.910004,14590000,94.910004
94.91,96.08,94.37,94.790001,15750000,94.790001
94.79,95.01,93.64,94.459999,10780000,94.459999
94.46,94.97,93.78,94.389999,8520000,94.389999
94.39,95.31,93.94,94.459999,12080000,94.459999
94.46,94.84,93.1,93.410004,13410000,93.410004
93.41,93.54,91.64,92.120003,13310000,92.120003
92.12,92.9,90.93,92.120003,14540000,92.120003
92.12,92.69,91.38,91.809998,9370000,91.809998
91.81,93.15,91.21,92.709999,13300000,92.709999
92.71,93.35,91.8,92.849998,12840000,92.849998
92.85,93.62,91.88,92.129997,13010000,92.129997
92.13,92.38,90.95,91.610001,12420000,91.610001
91.61,92.12,90.51,90.790001,11390000,90.790001
90.79,91.1,89.34,90.160004,16840000,90.160004
90.16,91.14,89.73,90.330002,11870000,90.330002
90.33,92.19,90.27,91.940002,10870000,91.940002
92.04,94.9,92.04,93.410004,18910000,93.410004
93.41,94.43,92.51,93.989998,18320000,93.989998
93.99,96.12,93.95,95.440002,21040000,95.440002
95.44,96.59,94.73,95.839996,17780000,95.839996
95.84,97.57,95.36,97.059998,16760000,97.059998
97.06,98.17,96.07,96.510002,17480000,96.510002
96.51,97.35,95.4,96.870003,15250000,96.870003
96.87,97.65,96.08,96.919998,16650000,96.919998
96.96,96.96,96.96,96.959999,14710000,96.959999
97.69,97.69,97.69,97.690002,17510000,97.690002
97.97,97.97,97.97,97.970001,17020000,97.970001
97.67,97.67,97.67,97.669998,16070000,97.669998
98.54,98.54,98.54,98.540001,16890000,98.540001
99.74,99.74,99.74,99.739998,21070000,99.739998
100.26,100.26,100.26,100.260002,18270000,100.260002
101.55,101.55,101.55,101.550003,23810000,101.550003
101.8,101.8,101.8,101.800003,20460000,101.800003
101.18,101.18,101.18,101.18,18930000,101.18
100.74,100.74,100.74,100.739998,1.6e+07,100.739998
100.95,100.95,100.95,100.949997,11890000,100.949997
101.95,101.95,101.95,101.949997,15090000,101.949997
102.21,102.21,102.21,102.209999,17150000,102.209999
101.78,101.78,101.78,101.779999,13810000,101.779999
102.09,102.09,102.09,102.089996,14040000,102.089996
102.09,102.85,101.19,101.669998,12570000,101.669998
101.67,102.59,100.87,102.089996,15190000,102.089996
102.09,103.69,101.9,103.059998,21350000,103.059998
103.06,104.2,102.66,103.510002,21100000,103.510002
103.51,104.29,102.38,103.470001,17140000,103.470001
103.47,103.97,102.44,103.32,15320000,103.32
103.32,104.3,102.85,103.650002,17970000,103.650002
103.65,104.66,103.05,103.589996,20970000,103.589996
103.59,103.8,102.29,102.989998,16410000,102.989998
102.99,103.89,102.41,103.389999,14960000,103.389999
103.39,104.24,102.8,103.699997,15860000,103.699997
103.7,104.85,103.35,104.050003,21070000,104.050003
104.05,104.61,102.83,103.879997,18800000,103.879997
103.88,105,103.32,103.879997,20210000,103.879997
103.88,104.4,102.75,103.650002,18810000,103.650002
103.65,104.03,102.2,102.57,15640000,102.57
102.57,103.59,101.63,102.699997,17570000,102.699997
102.7,103.31,101.81,102.5,14940000,102.5
102.5,103.93,102.2,103.5,20360000,103.5
103.5,104.98,103.22,104.160004,2.5e+07,104.160004
104.16,104.88,103.3,103.940002,18250000,103.940002
103.94,104.57,103.1,104.010002,19600000,104.010002
104.01,105.41,103.5,104.68,24070000,104.68
104.68,105.43,103.85,104.639999,19880000,104.639999
104.64,105.48,104.05,104.860001,17890000,104.860001
104.86,105.46,103.97,104.540001,16930000,104.540001
104.54,105.22,103.9,104.739998,17390000,104.739998
104.74,106.03,104.36,105.550003,19850000,105.550003
105.55,106.69,104.97,105.589996,23460000,105.589996
105.59,105.91,104.45,105.080002,17850000,105.080002
105.08,105.53,104.03,104.589996,15840000,104.589996
104.59,105.59,104.1,105.029999,17770000,105.029999
105.03,106.25,104.65,105.620003,20670000,105.620003
105.62,106.65,104.96,105.589996,22330000,105.589996
105.59,106.01,104.47,105.279999,16590000,105.279999
105.28,106.18,104.65,105.290001,16670000,105.290001
105.29,106.18,104.72,105.379997,16770000,105.379997
105.38,106.24,104.76,105.449997,1.6e+07,105.449997
105.45,106.73,105.04,106.18,18180000,106.18
106.18,107.04,105.37,106.190002,18200000,106.190002
106.19,107.16,105.45,106.57,20320000,106.57
106.57,108.13,106.21,107.349998,23670000,107.349998
107.35,108.39,106.63,107.32,22200000,107.32
107.32,108.51,106.78,107.940002,20420000,107.940002
